518,91.7030303
519,90.59393939
520,90.06363636
521,88.16969697
522,87.54242424
523,88.9030303
524,90.71515152
525,88.89393939
526,89.83636364
527,89.19393939
528,88.12424242
529,88.12424242
530,88.96060606
531,89.90606061
532,88.77575758
533,87.86666667
534,88.64545455
535,89.35151515
536,88.34242424
537,88.06666667
538,88.47878788
539,89.10606061
540,89.20606061
541,89.9
542,89.59393939
543,88.04545455
544,87.51818182
545,92.07272727
546,92.2969697
547,92.71818182
548,93.04848485
549,93.90606061
550,97.41212121
551,95.39090909
552,96.27272727
553,98.45151515
554,99.94242424
555,100.0787879
556,105.330303
557,107.2818182
558,108.7424242
559,111.3545455
560,114.2848485
561,117.3333333
562,120.7393939
563,122.4060606
564,123.9636364
565,129.3757576
566,131.6787879
567,134.2181818
568,137.3848485
569,140.8424242
570,143.9090909
571,148.2484848
572,151.8181818
573,154.9272727
574,158.1818182
575,163.069697
576,169.4848485
577,173.5878788
578,177.5
579,182.2757576
580,188.1090909
581,194.2939394
582,199.3
583,204.569697
584,210.9818182
585,218.2454545
586,225.2424242
587,233.6151515
588,240.8848485
589,248.5606061
590,258.8575758
591,267.9848485
592,274.4818182
593,284.6606061
594,296.7545455
595,307.1090909
596,315.0757576
597,329.6121212
598,340.8363636
599,349.7878788
600,361.1090909
601,374.4393939
602,386.4151515
603,397.9454545
604,410.1727273
605,422.8878788
606,434.9909091
607,446.3272727
608,458.0484848
609,469.4909091
610,481.5212121
611,495.1969697
612,505.6818182
613,516.4242424
614,529.0121212
615,540.9757576
616,549.0606061
617,566.130303
618,572.3090909
619,579.6878788
620,591.5121212
621,602
622,611.2
623,621.8181818
624,632.8454545
625,643.8515152
626,654.5878788
627,660.5515152
628,676.7454545
629,691.1636364
630,701.1575758
631,713.4151515
632,732.4787879
633,743.1515152
634,757.2181818
635,774.3939394
636,791.6848485
637,810.7272727
638,830.269697
639,850.3242424
640,868.3878788
641,885.4515152
642,911.4606061
643,929.4212121
644,951.3757576
645,974.2939394
646,996.7484848
647,1018.375758
648,1036.860606
649,1061.848485
650,1082.990909
651,1098.830303
652,1118.527273
653,1135.127273
654,1147.439394
655,1160.139394
656,1171.333333
657,1177.609091
658,1184.336364
659,1187.448485
660,1188.393939
661,1187.651515
662,1185.472727
663,1182.993939
664,1183.251515
665,1182.066667
666,1183.639394
667,1190.290909
668,1197.327273
669,1204.493939
670,1211.478788
671,1221.221212
672,1236.821212
673,1257.106061
674,1271.445455
675,1296.209091
676,1325.515152
677,1358.715152
678,1401.845455
679,1450.478788
680,1505.590909
681,1569.357576
682,1642.7
683,1727.560606
684,1823.506061
685,1926.139394
686,2047.109091
687,2180.306061
688,2320.442424
689,2480.321212
690,2656.239394
691,2839.790909
692,3028.660606
693,3231.730303
694,3447.187879
695,3665.9
696,3891.072727
697,4112.427273
698,4327.681818
699,4542.078788
700,4746.524242
701,4941.924242
702,5118.439394
703,5277.506061
704,5413.381818
705,5525.324242
706,5612.881818
707,5671.809091
708,5702.233333
709,5703.681818
710,5675.475758
711,5619.024242
712,5534.981818
713,5425.487879
714,5291.172727
715,5130.590909
716,4954.645455
717,4765.072727
718,4560.484848
719,4344.4
720,4119.690909
721,3883.745455
722,3652.878788
723,3418.545455
724,3188.175758
725,2963.260606
726,2742.430303
727,2523.221212
728,2317.40303
729,2121.490909
730,1936.684848
731,1762.712121
732,1597.609091
733,1440.70303
734,1300.821212
735,1170.069697
736,1048.845455
737,938.6424242
738,839.0969697
739,747.0454545
740,662.8151515
741,587.5909091
742,520.4363636
743,461.6636364
744,407.5
745,357.330303
746,314.5181818
747,276.1
748,241.6909091
749,212.6212121
750,188.5666667
751,164.6878788
752,144.1090909
753,126.8090909
754,109.9212121
755,96.26969697
756,82.74848485
757,72.40606061
758,64.33636364
759,56.00606061
760,49.6969697
761,43.80909091
762,37.20606061
763,33.25151515
764,30.95151515
765,25.44848485
766,22.55151515
767,19.52121212
768,17.52424242
769,15.05151515
770,12.15454545
771,13.09393939
772,10.48181818
773,7.284848485
774,7.412121212
775,8.336363636
776,5.245454545
777,4.981818182
778,3.181818182
779,3.13030303
780,2.878787879
781,1.860606061
782,3.527272727
783,2.663636364
784,1.545454545
785,0.048484848
786,-0.263636364
787,0.748484848
788,-0.890909091
789,-0.321212121
790,-1.024242424
791,-1.533333333
792,-1.415151515
793,-1.466666667
794,-1.654545455
795,-1.963636364
796,-1.993939394
797,-2.942424242
798,-3.6
799,-1.409090909
800,-2.236363636

